"team_id","name"
2163,"Team Liquid"
1375614,"Newbee"
39,"Evil Geniuses"
15,"LGD-GAMING"
2672298,"Infamous、"
2640025,"iG.Vitality"
1846548,"HellRaisers"
2512249,"Digital Chaos"
2586976,"OG"
2581813,"Execration"
5,"Invictus Gaming"
2108395,"TNC Pro Team"
350190,"Fnatic"
1838315,"Team Secret"
3331948,"LGD.Forever Young"
46,"Team Empire"
1883502,"Virtus.pro"
